eps,pure,approx,base_comp,base_comp_ADP,m
0.5,1.8841932436912263,1.8862131632779489,26.92969316357976,3.008641834203836,379
1.0,0.9251126900947437,1.1312045010443255,13.46484658178988,1.504320917101918,379
2.0,0.46255634504737186,0.5656022505221628,6.73242329089494,0.752160458550959,379
4.0,0.24567611983805288,0.23079669770571065,3.36621164544747,0.3760802292754795,379
