epsilon,pure_DP_error,pure_DP_std,approx_DP_error,approx_DP_std,base_comp_error,base_comp_std,base_comp_ADP_error,base_comp_ADP_std
0.5,129.98600363241005,118.56114654676855,163.09210018229845,146.27951072580848,1859.2031237738647,2140.950343348228,245.40724371817814,286.8045732613594
1.0,64.99300181620502,59.28057327338428,59.857780760948444,52.89036837461968,926.7657196399405,1083.1002488248905,86.27485896317499,99.97765944421515
1.5,43.32866787747005,39.52038218225596,35.249178578041146,30.914257629674978,619.5302097171159,717.9285027743543,50.33094440178288,57.99441893863815
2.0,32.4905262813617,30.65761056345671,22.514398670426793,19.27624248309616,463.8392319214595,534.4641761833518,37.15757070171537,44.303606042871074
2.5,25.992421025089413,24.52608845076527,16.968052096009824,15.336557037119464,372.1932209627636,443.7723328506087,28.937434452853324,32.62541430997405
3.0,21.660350854241063,20.438407042304544,13.789688353076173,12.461777451970372,305.75551620274285,344.72304066647456,22.865603921747407,26.46764808809392
3.5,18.56601501792106,17.518634607689357,11.634904981358561,10.513244600129385,264.06606997095,305.6646933934496,19.225157264582805,22.656328347242173
4.0,16.70917164986967,14.977381017091567,10.170646376005557,9.465387960669775,233.35617183732424,275.0039429191974,17.234575582055538,19.661398988371754
